26,325,119600
39,345,152300
40,350,184500
42,350,214700
42,350,245500
42,350,276300
42,350,307100
42,350,337900
42,350,368700
42,350,399500
42,350,430300
42,350,461100
42,350,491900
42,350,522700
42,350,553500
43,350,583900
43,350,614600
43,350,645300
43,350,676000
43,350,706700
43,350,737400
43,350,768100
43,350,798800
43,350,829500
43,350,860200
43,350,890900
45,350,920800
45,350,951300
45,350,981800
45,350,1012300
45,350,1042800
45,350,1073300
45,350,1103800
45,350,1134300
45,350,1164800
45,350,1195300
45,350,1225800
46,350,1255900
46,350,1286300
46,350,1316700
46,350,1347100
46,350,1377500
46,350,1407900
46,350,1438300
46,350,1468700
46,350,1499100
48,350,1528700
48,350,1558900
50,350,1588300
50,350,1618300
50,350,1648300
50,350,1678300
50,350,1708300
50,350,1738300
51,350,1767900
51,350,1797800
51,350,1827700
51,350,1857600
51,350,1887500
51,350,1917400
51,350,1947300
51,350,1977200
51,350,2007100
53,350,2036200
53,350,2065900
53,350,2095600
53,350,2125300
53,350,2155000
53,350,2184700
53,350,2214400
53,350,2244100
53,350,2273800
54,350,2303100
54,350,2332700
54,350,2362300
54,350,2391900
54,350,2421500
54,350,2451100
56,350,2479900
56,350,2509300
56,350,2538700
56,350,2568100
57,350,2597100
57,350,2626400
57,350,2655700
57,350,2685000
57,350,2714300
59,350,2742800
59,350,2771900
59,350,2801000
59,350,2830100
59,350,2859200
59,350,2888300
59,350,2917400
59,350,2946500
60,350,2975200
60,350,3004200
60,350,3033200
60,350,3062200
60,350,3091200
60,350,3120200
60,350,3149200
60,350,3178200
62,350,3206400
62,350,3235200
62,350,3264000
62,350,3292800
62,350,3321600
62,350,3350400
62,350,-3174400
57,350,-3143600
57,350,-3114300
57,350,-3085000
57,350,-3055700
57,350,-3026400
59,350,-2997900
59,350,-2968800
59,350,-2939700
59,350,-2910600
59,350,-2881500
59,350,-2852400
59,350,-2823300
59,350,-2794200
59,350,-2765100
59,350,-2736000
59,350,-2706900
59,350,-2677800
59,350,-2648700
59,350,-2619600
60,350,-2590900
60,350,-2561900
60,350,-2532900
60,350,-2503900
60,350,-2474900
60,350,-2445900
60,350,-2416900
60,350,-2387900
60,350,-2358900
60,350,-2329900
60,350,-2300900
60,350,-2271900
60,350,-2242900
60,350,-2213900
60,350,-2184900
60,350,-2155900
60,350,-2126900
60,350,-2097900
60,350,-2068900
60,350,-2039900
60,350,-2010900
60,350,-1981900
60,350,-1952900
60,350,-1923900
60,350,-1894900
60,350,-1865900
62,350,-1837700
62,350,-1808900
62,350,-1780100
62,350,-1751300
62,350,-1722500
62,350,-1693700
62,350,-1664900
62,350,-1636100
62,350,-1607300
62,350,-1578500
62,350,-1549700
62,350,-1520900
62,350,-1492100
62,350,-1463300
62,350,-1434500
62,350,-1405700
62,350,-1376900
62,350,-1348100
62,350,-1319300
62,350,-1290500
62,350,-1261700
62,350,-1232900
62,350,-1204100
62,350,-1175300
62,350,-1146500
62,350,-1117700
62,350,-1088900
64,350,-1060900
64,350,-1032300
64,350,-1003700
64,350,-975100
65,350,-946900
65,350,-918400
65,350,-889900
65,350,-861400
65,350,-832900
65,350,-804400
65,350,-775900
65,350,-747400
65,350,-718900
65,350,-690400
65,350,-661900
65,350,-633400
65,350,-604900
65,350,-576400
65,350,-547900
65,350,-519400
65,350,-490900
65,350,-462400
65,350,-433900
65,350,-405400
65,350,-376900
65,350,-348400
65,350,-319900
65,350,-291400
65,350,-262900
65,350,-234400
65,350,-205900
65,350,-177400
65,350,-148900
65,350,-120400
65,350,-91900
65,350,-63400
65,350,-34900
67,350,-7200
67,350,21100
71,350,47800
71,350,75700
71,350,103600
71,350,131500
71,350,159400
71,350,187300
71,350,215200
71,350,243100
73,350,270200
73,350,297900
73,350,325600
75,350,352500
75,350,380000
75,350,407500
75,350,435000
75,350,462500
75,350,490000
75,350,517500
75,350,545000
75,350,572500
75,350,600000
75,350,627500
75,350,655000
75,350,682500
75,350,710000
76,350,737100
76,350,764500
76,350,791900
76,350,819300
76,350,846700
76,350,874100
76,350,901500
76,350,928900
76,350,956300
76,350,983700
76,350,1011100
78,350,1037700
78,350,1064900
78,350,1092100
78,350,1119300
78,350,1146500
78,350,1173700
78,350,1200900
78,350,1228100
79,350,1254900
79,350,1282000
79,350,1309100
79,350,1336200
79,350,1363300
79,350,1390400
79,350,1417500
79,350,1444600
79,350,1471700
81,350,1498000
82,350,1524500
82,350,1551300
82,350,1578100
82,350,1604900
82,350,1631700
82,350,1658500
82,350,1685300
82,350,1712100
82,350,1738900
82,350,1765700
84,350,1791700
84,350,1818300
84,350,1844900
84,350,1871500
84,350,1898100
84,350,1924700
84,350,1951300
84,350,1977900
84,350,2004500
84,350,2031100
85,350,2057300
85,350,2083800
85,350,2110300
85,350,2136800
85,350,2163300
85,350,2189800
85,350,2216300
85,350,2242800
87,350,2268500
87,350,2294800
87,350,2321100
89,350,2346600
89,350,2372700
89,350,2398800
89,350,2424900
89,350,2451000
89,350,2477100
90,350,2502800
90,350,2528800
90,350,2554800
90,350,2580800
90,350,2606800
90,350,2632800
90,350,2658800
90,350,2684800
90,350,2710800
90,350,2736800
90,350,2762800
92,350,2788000
92,350,2813800
92,350,2839600
92,350,2865400
92,350,2891200
92,350,2917000
92,350,2942800
92,350,2968600
93,350,2994000
93,350,3019700
93,350,3045400
93,350,3071100
93,350,3096800
93,350,3122500
93,350,3148200
93,350,3173900
93,350,3199600
95,350,3224500
95,350,3250000
95,350,3275500
96,350,3300600
96,350,3326000
96,350,3351400
96,350,-3176800
92,350,-3149800
90,350,-3123200
92,350,-3098000
92,350,-3072200
92,350,-3046400
92,350,-3020600
92,350,-2994800
92,350,-2969000
92,350,-2943200
92,350,-2917400
92,350,-2891600
92,350,-2865800
92,350,-2840000
92,350,-2814200
92,350,-2788400
92,350,-2762600
92,350,-2736800
93,350,-2711400
93,350,-2685700
93,350,-2660000
93,350,-2634300
93,350,-2608600
93,350,-2582900
93,350,-2557200
93,350,-2531500
93,350,-2505800
93,350,-2480100
93,350,-2454400
93,350,-2428700
93,350,-2403000
93,350,-2377300
93,350,-2351600
93,350,-2325900
93,350,-2300200
93,350,-2274500
95,350,-2249600
95,350,-2224100
95,350,-2198600
95,350,-2173100
95,350,-2147600
95,350,-2122100
95,350,-2096600
95,350,-2071100
95,350,-2045600
95,350,-2020100
95,350,-1994600
95,350,-1969100
95,350,-1943600
95,350,-1918100
95,350,-1892600
95,350,-1867100
95,350,-1841600
95,350,-1816100
95,350,-1790600
96,350,-1765500
96,350,-1740100
96,350,-1714700
96,350,-1689300
98,350,-1664700
98,350,-1639500
98,350,-1614300
98,350,-1589100
98,350,-1563900
98,350,-1538700
98,350,-1513500
98,350,-1488300
98,350,-1463100
98,350,-1437900
98,350,-1412700
98,350,-1387500
98,350,-1362300
98,350,-1337100
98,350,-1311900
98,350,-1286700
98,350,-1261500
98,350,-1236300
98,350,-1211100
98,350,-1185900
