140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,15,-37500
140,20,-36000
140,20,-36000
140,20,-36000
140,20,-36000
140,20,-36000
140,20,-36000
140,20,-36000
140,20,-36000
140,20,-36000
140,20,-36000
140,20,-36000
140,20,-36000
140,20,-36000
140,20,-36000
140,20,-36000
140,20,-36000
140,20,-36000
140,20,-36000
140,20,-36000
140,20,-36000
140,20,-36000
140,20,-36000
140,20,-36000
140,20,-36000
140,20,-36000
140,20,-36000
140,20,-36000
