129,325,58800
154,350,58800
157,350,57900
159,350,57300
160,350,57000
160,350,57000
159,350,57300
159,350,57300
159,350,57300
159,350,57300
160,350,57000
160,350,57000
159,350,57300
159,350,57300
160,350,57000
159,350,57300
160,350,57000
160,350,57000
160,350,57000
159,350,57300
160,350,57000
159,350,57300
160,350,57000
160,350,57000
160,350,57000
160,350,57000
160,350,57000
160,350,57000
160,350,57000
160,350,57000
160,350,57000
160,350,57000
160,350,57000
160,350,57000
160,350,57000
160,350,57000
160,350,57000
159,350,57300
159,350,57300
160,350,57000
160,350,57000
160,350,57000
160,350,57000
160,350,57000
159,350,57300
159,350,57300
160,350,57000
160,350,57000
160,350,57000
160,350,57000
160,350,57000
160,350,57000
162,350,56400
160,350,57000
160,350,57000
160,350,57000
160,350,57000
160,350,57000
160,350,57000
160,350,57000
159,350,57300
160,350,57000
160,350,57000
162,350,56400
160,350,57000
160,350,57000
160,350,57000
160,350,57000
160,350,57000
160,350,57000
160,350,57000
160,350,57000
162,350,56400
162,350,56400
160,350,57000
162,350,56400
160,350,57000
160,350,57000
160,350,57000
162,350,56400
160,350,57000
160,350,57000
162,350,56400
160,350,57000
160,350,57000
160,350,57000
162,350,56400
160,350,57000
160,350,57000
160,350,57000
160,350,57000
162,350,56400
160,350,57000
160,350,57000
162,350,56400
162,350,56400
160,350,57000
160,350,57000
162,350,56400
162,350,56400
162,350,56400
160,350,57000
162,350,56400
162,350,56400
162,350,56400
162,350,56400
162,350,56400
160,350,57000
162,350,56400
164,350,55800
164,350,55800
162,350,56400
162,350,56400
162,350,56400
162,350,56400
164,350,55800
164,350,55800
162,350,56400
164,350,55800
162,350,56400
162,350,56400
162,350,56400
164,350,55800
164,350,55800
164,350,55800
165,350,55500
162,350,56400
162,350,56400
164,350,55800
164,350,55800
162,350,56400
164,350,55800
164,350,55800
164,350,55800
164,350,55800
164,350,55800
164,350,55800
164,350,55800
164,350,55800
164,350,55800
165,350,55500
164,350,55800
164,350,55800
164,350,55800
165,350,55500
164,350,55800
164,350,55800
164,350,55800
164,350,55800
164,350,55800
164,350,55800
164,350,55800
164,350,55800
165,350,55500
165,350,55500
165,350,55500
164,350,55800
165,350,55500
164,350,55800
164,350,55800
164,350,55800
164,350,55800
164,350,55800
165,350,55500
165,350,55500
165,350,55500
165,350,55500
165,350,55500
164,350,55800
165,350,55500
165,350,55500
165,350,55500
165,350,55500
165,350,55500
165,350,55500
165,350,55500
165,350,55500
165,350,55500
